,xptsd,yptsd,zptsd
123,-283.93337958421387,250.04697640102472,352.1708110476827
124,-283.93337958421387,250.04697640102472,473.13285917379295
125,-283.93337958421387,250.04697640102472,594.0949072999031
126,-283.93337958421387,250.04697640102472,715.0569554260135
127,-283.93337958421387,416.74496066837446,-10.71533333064798
128,-283.93337958421387,416.74496066837446,110.24671479546225
129,-283.93337958421387,416.74496066837446,231.2087629215725
130,-283.93337958421387,416.74496066837446,352.1708110476827
131,-283.93337958421387,416.74496066837446,473.13285917379295
132,-283.93337958421387,416.74496066837446,594.0949072999031
133,-283.93337958421387,583.4429449357242,-10.71533333064798
134,-283.93337958421387,583.4429449357242,110.24671479546225
135,-283.93337958421387,583.4429449357242,231.2087629215725
136,-283.93337958421387,583.4429449357242,352.1708110476827
137,-189.28891972280917,-583.4429449357242,-10.71533333064798
138,-189.28891972280917,-583.4429449357242,110.24671479546225
139,-189.28891972280917,-583.4429449357242,231.2087629215725
140,-189.28891972280917,-583.4429449357242,352.1708110476827
141,-189.28891972280917,-583.4429449357242,473.13285917379295
142,-189.28891972280917,-416.7449606683744,-10.71533333064798
143,-189.28891972280917,-416.7449606683744,110.24671479546225
144,-189.28891972280917,-416.7449606683744,231.2087629215725
145,-189.28891972280917,-416.7449606683744,352.1708110476827
146,-189.28891972280917,-416.7449606683744,473.13285917379295
147,-189.28891972280917,-416.7449606683744,594.0949072999031
148,-189.28891972280917,-250.0469764010246,-10.71533333064798
149,-189.28891972280917,-250.0469764010246,110.24671479546225
150,-189.28891972280917,-250.0469764010246,231.2087629215725
151,-189.28891972280917,-250.0469764010246,352.1708110476827
152,-189.28891972280917,-250.0469764010246,473.13285917379295
153,-189.28891972280917,-250.0469764010246,594.0949072999031
154,-189.28891972280917,-250.0469764010246,715.0569554260135
155,-189.28891972280917,250.04697640102472,-10.71533333064798
156,-189.28891972280917,250.04697640102472,110.24671479546225
157,-189.28891972280917,250.04697640102472,231.2087629215725
158,-189.28891972280917,250.04697640102472,352.1708110476827
159,-189.28891972280917,250.04697640102472,473.13285917379295
160,-189.28891972280917,250.04697640102472,594.0949072999031
161,-189.28891972280917,250.04697640102472,715.0569554260135
162,-189.28891972280917,416.74496066837446,-10.71533333064798
163,-189.28891972280917,416.74496066837446,110.24671479546225
164,-189.28891972280917,416.74496066837446,231.2087629215725
165,-189.28891972280917,416.74496066837446,352.1708110476827
166,-189.28891972280917,416.74496066837446,473.13285917379295
167,-189.28891972280917,416.74496066837446,594.0949072999031
168,-189.28891972280917,583.4429449357242,-10.71533333064798
169,-189.28891972280917,583.4429449357242,110.24671479546225
170,-189.28891972280917,583.4429449357242,231.2087629215725
171,-189.28891972280917,583.4429449357242,352.1708110476827
172,-189.28891972280917,583.4429449357242,473.13285917379295
173,-94.64445986140458,-583.4429449357242,-10.71533333064798
174,-94.64445986140458,-583.4429449357242,110.24671479546225
175,-94.64445986140458,-583.4429449357242,231.2087629215725
176,-94.64445986140458,-583.4429449357242,352.1708110476827
177,-94.64445986140458,-583.4429449357242,473.13285917379295
178,-94.64445986140458,-416.7449606683744,-10.71533333064798
179,-94.64445986140458,-416.7449606683744,110.24671479546225
180,-94.64445986140458,-416.7449606683744,231.2087629215725
181,-94.64445986140458,-416.7449606683744,352.1708110476827
182,-94.64445986140458,-416.7449606683744,473.13285917379295
183,-94.64445986140458,-416.7449606683744,594.0949072999031
184,-94.64445986140458,-250.0469764010246,-10.71533333064798
185,-94.64445986140458,-250.0469764010246,110.24671479546225
186,-94.64445986140458,-250.0469764010246,231.2087629215725
187,-94.64445986140458,-250.0469764010246,352.1708110476827
188,-94.64445986140458,-250.0469764010246,473.13285917379295
189,-94.64445986140458,-250.0469764010246,594.0949072999031
190,-94.64445986140458,-250.0469764010246,715.0569554260135
191,-94.64445986140458,250.04697640102472,-10.71533333064798
192,-94.64445986140458,250.04697640102472,110.24671479546225
193,-94.64445986140458,250.04697640102472,231.2087629215725
194,-94.64445986140458,250.04697640102472,352.1708110476827
195,-94.64445986140458,250.04697640102472,473.13285917379295
196,-94.64445986140458,250.04697640102472,594.0949072999031
197,-94.64445986140458,250.04697640102472,715.0569554260135
198,-94.64445986140458,416.74496066837446,-10.71533333064798
199,-94.64445986140458,416.74496066837446,110.24671479546225
200,-94.64445986140458,416.74496066837446,231.2087629215725
201,-94.64445986140458,416.74496066837446,352.1708110476827
202,-94.64445986140458,416.74496066837446,473.13285917379295
203,-94.64445986140458,416.74496066837446,594.0949072999031
204,-94.64445986140458,583.4429449357242,-10.71533333064798
205,-94.64445986140458,583.4429449357242,110.24671479546225
206,-94.64445986140458,583.4429449357242,231.2087629215725
207,-94.64445986140458,583.4429449357242,352.1708110476827
208,-94.64445986140458,583.4429449357242,473.13285917379295
209,0.0,-583.4429449357242,-10.71533333064798
210,0.0,-583.4429449357242,110.24671479546225
211,0.0,-583.4429449357242,231.2087629215725
212,0.0,-583.4429449357242,352.1708110476827
213,0.0,-583.4429449357242,473.13285917379295
214,0.0,-416.7449606683744,-10.71533333064798
215,0.0,-416.7449606683744,110.24671479546225
216,0.0,-416.7449606683744,231.2087629215725
217,0.0,-416.7449606683744,352.1708110476827
218,0.0,-416.7449606683744,473.13285917379295
219,0.0,-416.7449606683744,594.0949072999031
220,0.0,-250.0469764010246,-10.71533333064798
221,0.0,-250.0469764010246,352.1708110476827
222,0.0,-250.0469764010246,473.13285917379295
223,0.0,-250.0469764010246,594.0949072999031
224,0.0,-250.0469764010246,715.0569554260135
225,0.0,250.04697640102472,-10.71533333064798
226,0.0,250.04697640102472,352.1708110476827
227,0.0,250.04697640102472,473.13285917379295
228,0.0,250.04697640102472,594.0949072999031
229,0.0,250.04697640102472,715.0569554260135
230,0.0,416.74496066837446,-10.71533333064798
231,0.0,416.74496066837446,110.24671479546225
232,0.0,416.74496066837446,231.2087629215725
233,0.0,416.74496066837446,352.1708110476827
234,0.0,416.74496066837446,473.13285917379295
235,0.0,416.74496066837446,594.0949072999031
236,0.0,583.4429449357242,-10.71533333064798
237,0.0,583.4429449357242,110.24671479546225
238,0.0,583.4429449357242,231.2087629215725
239,0.0,583.4429449357242,352.1708110476827
240,0.0,583.4429449357242,473.13285917379295
