,xpts,ypts,zpts
52,-851.8001387526416,83.34899213367487,231.2087629215725
53,-851.8001387526416,83.34899213367487,352.1708110476827
54,-851.8001387526416,83.34899213367487,473.13285917379295
55,-851.8001387526416,83.34899213367487,594.0949072999031
56,-851.8001387526416,83.34899213367487,715.0569554260135
57,-851.8001387526416,83.34899213367487,836.0190035521236
58,-851.8001387526416,83.34899213367487,956.9810516782338
59,-851.8001387526416,83.34899213367487,1077.943099804344
60,-851.8001387526416,250.04697640102472,-10.71533333064798
61,-851.8001387526416,250.04697640102472,110.24671479546225
62,-851.8001387526416,250.04697640102472,231.2087629215725
63,-851.8001387526416,250.04697640102472,352.1708110476827
64,-851.8001387526416,250.04697640102472,473.13285917379295
65,-851.8001387526416,250.04697640102472,594.0949072999031
66,-851.8001387526416,250.04697640102472,715.0569554260135
67,-851.8001387526416,250.04697640102472,836.0190035521236
68,-851.8001387526416,250.04697640102472,956.9810516782338
69,-851.8001387526416,250.04697640102472,1077.943099804344
70,-851.8001387526416,416.74496066837446,-10.71533333064798
71,-851.8001387526416,416.74496066837446,110.24671479546225
72,-851.8001387526416,416.74496066837446,231.2087629215725
73,-851.8001387526416,416.74496066837446,352.1708110476827
74,-851.8001387526416,416.74496066837446,473.13285917379295
75,-851.8001387526416,416.74496066837446,594.0949072999031
76,-851.8001387526416,416.74496066837446,715.0569554260135
77,-851.8001387526416,416.74496066837446,836.0190035521236
78,-851.8001387526416,416.74496066837446,956.9810516782338
79,-851.8001387526416,416.74496066837446,1077.943099804344
80,-851.8001387526416,583.4429449357242,-10.71533333064798
81,-851.8001387526416,583.4429449357242,110.24671479546225
82,-851.8001387526416,583.4429449357242,231.2087629215725
83,-851.8001387526416,583.4429449357242,352.1708110476827
84,-851.8001387526416,583.4429449357242,473.13285917379295
85,-851.8001387526416,583.4429449357242,594.0949072999031
86,-851.8001387526416,583.4429449357242,715.0569554260135
87,-851.8001387526416,583.4429449357242,836.0190035521236
88,-851.8001387526416,583.4429449357242,956.9810516782338
89,-851.8001387526416,583.4429449357242,1077.943099804344
90,-851.8001387526416,750.1409292030739,-10.71533333064798
91,-851.8001387526416,750.1409292030739,110.24671479546225
92,-851.8001387526416,750.1409292030739,231.2087629215725
93,-851.8001387526416,750.1409292030739,352.1708110476827
94,-851.8001387526416,750.1409292030739,473.13285917379295
95,-851.8001387526416,750.1409292030739,594.0949072999031
96,-851.8001387526416,750.1409292030739,715.0569554260135
97,-851.8001387526416,750.1409292030739,836.0190035521236
98,-851.8001387526416,750.1409292030739,956.9810516782338
99,-851.8001387526416,750.1409292030739,1077.943099804344
100,-757.155678891237,-750.1409292030739,-10.71533333064798
101,-757.155678891237,-750.1409292030739,110.24671479546225
102,-757.155678891237,-750.1409292030739,231.2087629215725
103,-757.155678891237,-750.1409292030739,352.1708110476827
104,-757.155678891237,-750.1409292030739,473.13285917379295
105,-757.155678891237,-750.1409292030739,594.0949072999031
106,-757.155678891237,-750.1409292030739,715.0569554260135
107,-757.155678891237,-750.1409292030739,836.0190035521236
108,-757.155678891237,-750.1409292030739,956.9810516782338
109,-757.155678891237,-750.1409292030739,1077.943099804344
110,-757.155678891237,-583.4429449357242,-10.71533333064798
111,-757.155678891237,-583.4429449357242,110.24671479546225
112,-757.155678891237,-583.4429449357242,231.2087629215725
113,-757.155678891237,-583.4429449357242,352.1708110476827
114,-757.155678891237,-583.4429449357242,473.13285917379295
115,-757.155678891237,-583.4429449357242,594.0949072999031
116,-757.155678891237,-583.4429449357242,715.0569554260135
117,-757.155678891237,-583.4429449357242,836.0190035521236
118,-757.155678891237,-583.4429449357242,956.9810516782338
119,-757.155678891237,-583.4429449357242,1077.943099804344
120,-757.155678891237,-416.7449606683744,-10.71533333064798
121,-757.155678891237,-416.7449606683744,110.24671479546225
122,-757.155678891237,-416.7449606683744,231.2087629215725
123,-757.155678891237,-416.7449606683744,352.1708110476827
124,-757.155678891237,-416.7449606683744,473.13285917379295
125,-757.155678891237,-416.7449606683744,594.0949072999031
126,-757.155678891237,-416.7449606683744,715.0569554260135
127,-757.155678891237,-416.7449606683744,836.0190035521236
128,-757.155678891237,-416.7449606683744,956.9810516782338
129,-757.155678891237,-416.7449606683744,1077.943099804344
130,-757.155678891237,-250.0469764010246,-10.71533333064798
131,-757.155678891237,-250.0469764010246,110.24671479546225
132,-757.155678891237,-250.0469764010246,231.2087629215725
133,-757.155678891237,-250.0469764010246,352.1708110476827
134,-757.155678891237,-250.0469764010246,473.13285917379295
135,-757.155678891237,-250.0469764010246,594.0949072999031
136,-757.155678891237,-250.0469764010246,715.0569554260135
137,-757.155678891237,-250.0469764010246,836.0190035521236
138,-757.155678891237,-250.0469764010246,956.9810516782338
139,-757.155678891237,-250.0469764010246,1077.943099804344
140,-757.155678891237,-83.34899213367487,-10.71533333064798
141,-757.155678891237,-83.34899213367487,110.24671479546225
142,-757.155678891237,-83.34899213367487,231.2087629215725
143,-757.155678891237,-83.34899213367487,352.1708110476827
144,-757.155678891237,-83.34899213367487,473.13285917379295
145,-757.155678891237,-83.34899213367487,594.0949072999031
146,-757.155678891237,-83.34899213367487,715.0569554260135
147,-757.155678891237,-83.34899213367487,836.0190035521236
148,-757.155678891237,-83.34899213367487,956.9810516782338
149,-757.155678891237,-83.34899213367487,1077.943099804344
150,-757.155678891237,83.34899213367487,-10.71533333064798
151,-757.155678891237,83.34899213367487,110.24671479546225
152,-757.155678891237,83.34899213367487,231.2087629215725
153,-757.155678891237,83.34899213367487,352.1708110476827
154,-757.155678891237,83.34899213367487,473.13285917379295
155,-757.155678891237,83.34899213367487,594.0949072999031
156,-757.155678891237,83.34899213367487,715.0569554260135
157,-757.155678891237,83.34899213367487,836.0190035521236
158,-757.155678891237,83.34899213367487,956.9810516782338
159,-757.155678891237,83.34899213367487,1077.943099804344
160,-757.155678891237,250.04697640102472,-10.71533333064798
161,-757.155678891237,250.04697640102472,110.24671479546225
162,-757.155678891237,250.04697640102472,231.2087629215725
163,-757.155678891237,250.04697640102472,352.1708110476827
164,-757.155678891237,250.04697640102472,473.13285917379295
165,-757.155678891237,250.04697640102472,594.0949072999031
166,-757.155678891237,250.04697640102472,715.0569554260135
167,-757.155678891237,250.04697640102472,836.0190035521236
168,-757.155678891237,250.04697640102472,956.9810516782338
169,-757.155678891237,250.04697640102472,1077.943099804344
170,-757.155678891237,416.74496066837446,-10.71533333064798
171,-757.155678891237,416.74496066837446,110.24671479546225
172,-757.155678891237,416.74496066837446,231.2087629215725
173,-757.155678891237,416.74496066837446,352.1708110476827
174,-757.155678891237,416.74496066837446,473.13285917379295
175,-757.155678891237,416.74496066837446,594.0949072999031
176,-757.155678891237,416.74496066837446,715.0569554260135
177,-757.155678891237,416.74496066837446,836.0190035521236
178,-757.155678891237,416.74496066837446,956.9810516782338
179,-757.155678891237,416.74496066837446,1077.943099804344
180,-757.155678891237,583.4429449357242,-10.71533333064798
181,-757.155678891237,583.4429449357242,110.24671479546225
182,-757.155678891237,583.4429449357242,231.2087629215725
183,-757.155678891237,583.4429449357242,352.1708110476827
184,-757.155678891237,583.4429449357242,473.13285917379295
185,-757.155678891237,583.4429449357242,594.0949072999031
186,-757.155678891237,583.4429449357242,715.0569554260135
187,-757.155678891237,583.4429449357242,836.0190035521236
188,-757.155678891237,583.4429449357242,956.9810516782338
189,-757.155678891237,583.4429449357242,1077.943099804344
190,-757.155678891237,750.1409292030739,-10.71533333064798
191,-757.155678891237,750.1409292030739,110.24671479546225
192,-757.155678891237,750.1409292030739,231.2087629215725
193,-757.155678891237,750.1409292030739,352.1708110476827
194,-757.155678891237,750.1409292030739,473.13285917379295
195,-757.155678891237,750.1409292030739,594.0949072999031
196,-757.155678891237,750.1409292030739,715.0569554260135
197,-757.155678891237,750.1409292030739,836.0190035521236
198,-757.155678891237,750.1409292030739,956.9810516782338
199,-757.155678891237,750.1409292030739,1077.943099804344
200,-662.5112190298323,-750.1409292030739,-10.71533333064798
201,-662.5112190298323,-750.1409292030739,110.24671479546225
202,-662.5112190298323,-750.1409292030739,231.2087629215725
203,-662.5112190298323,-750.1409292030739,352.1708110476827
204,-662.5112190298323,-750.1409292030739,473.13285917379295
205,-662.5112190298323,-750.1409292030739,594.0949072999031
206,-662.5112190298323,-750.1409292030739,715.0569554260135
207,-662.5112190298323,-750.1409292030739,836.0190035521236
208,-662.5112190298323,-750.1409292030739,956.9810516782338
209,-662.5112190298323,-750.1409292030739,1077.943099804344
210,-662.5112190298323,-583.4429449357242,-10.71533333064798
211,-662.5112190298323,-583.4429449357242,110.24671479546225
212,-662.5112190298323,-583.4429449357242,231.2087629215725
213,-662.5112190298323,-583.4429449357242,352.1708110476827
214,-662.5112190298323,-583.4429449357242,473.13285917379295
215,-662.5112190298323,-583.4429449357242,594.0949072999031
216,-662.5112190298323,-583.4429449357242,715.0569554260135
217,-662.5112190298323,-583.4429449357242,836.0190035521236
218,-662.5112190298323,-583.4429449357242,956.9810516782338
219,-662.5112190298323,-583.4429449357242,1077.943099804344
220,-662.5112190298323,-416.7449606683744,-10.71533333064798
221,-662.5112190298323,-416.7449606683744,110.24671479546225
222,-662.5112190298323,-416.7449606683744,231.2087629215725
223,-662.5112190298323,-416.7449606683744,352.1708110476827
224,-662.5112190298323,-416.7449606683744,473.13285917379295
225,-662.5112190298323,-416.7449606683744,594.0949072999031
226,-662.5112190298323,-416.7449606683744,715.0569554260135
227,-662.5112190298323,-416.7449606683744,836.0190035521236
228,-662.5112190298323,-416.7449606683744,956.9810516782338
229,-662.5112190298323,-416.7449606683744,1077.943099804344
230,-662.5112190298323,-250.0469764010246,-10.71533333064798
231,-662.5112190298323,-250.0469764010246,110.24671479546225
232,-662.5112190298323,-250.0469764010246,231.2087629215725
233,-662.5112190298323,-250.0469764010246,352.1708110476827
234,-662.5112190298323,-250.0469764010246,473.13285917379295
235,-662.5112190298323,-250.0469764010246,594.0949072999031
236,-662.5112190298323,-250.0469764010246,715.0569554260135
237,-662.5112190298323,-250.0469764010246,836.0190035521236
238,-662.5112190298323,-250.0469764010246,956.9810516782338
239,-662.5112190298323,-250.0469764010246,1077.943099804344
240,-662.5112190298323,-83.34899213367487,-10.71533333064798
241,-662.5112190298323,-83.34899213367487,110.24671479546225
242,-662.5112190298323,-83.34899213367487,231.2087629215725
243,-662.5112190298323,-83.34899213367487,352.1708110476827
244,-662.5112190298323,-83.34899213367487,473.13285917379295
245,-662.5112190298323,-83.34899213367487,594.0949072999031
246,-662.5112190298323,-83.34899213367487,715.0569554260135
247,-662.5112190298323,-83.34899213367487,836.0190035521236
248,-662.5112190298323,-83.34899213367487,956.9810516782338
249,-662.5112190298323,-83.34899213367487,1077.943099804344
250,-662.5112190298323,83.34899213367487,-10.71533333064798
251,-662.5112190298323,83.34899213367487,110.24671479546225
252,-662.5112190298323,83.34899213367487,231.2087629215725
253,-662.5112190298323,83.34899213367487,352.1708110476827
254,-662.5112190298323,83.34899213367487,473.13285917379295
255,-662.5112190298323,83.34899213367487,594.0949072999031
256,-662.5112190298323,83.34899213367487,715.0569554260135
257,-662.5112190298323,83.34899213367487,836.0190035521236
258,-662.5112190298323,83.34899213367487,956.9810516782338
259,-662.5112190298323,83.34899213367487,1077.943099804344
260,-662.5112190298323,250.04697640102472,-10.71533333064798
261,-662.5112190298323,250.04697640102472,110.24671479546225
262,-662.5112190298323,250.04697640102472,231.2087629215725
263,-662.5112190298323,250.04697640102472,352.1708110476827
264,-662.5112190298323,250.04697640102472,473.13285917379295
265,-662.5112190298323,250.04697640102472,594.0949072999031
266,-662.5112190298323,250.04697640102472,715.0569554260135
267,-662.5112190298323,250.04697640102472,836.0190035521236
268,-662.5112190298323,250.04697640102472,956.9810516782338
269,-662.5112190298323,250.04697640102472,1077.943099804344
270,-662.5112190298323,416.74496066837446,-10.71533333064798
271,-662.5112190298323,416.74496066837446,110.24671479546225
272,-662.5112190298323,416.74496066837446,231.2087629215725
273,-662.5112190298323,416.74496066837446,352.1708110476827
274,-662.5112190298323,416.74496066837446,473.13285917379295
275,-662.5112190298323,416.74496066837446,594.0949072999031
276,-662.5112190298323,416.74496066837446,715.0569554260135
277,-662.5112190298323,416.74496066837446,836.0190035521236
278,-662.5112190298323,416.74496066837446,956.9810516782338
279,-662.5112190298323,416.74496066837446,1077.943099804344
280,-662.5112190298323,583.4429449357242,-10.71533333064798
281,-662.5112190298323,583.4429449357242,110.24671479546225
282,-662.5112190298323,583.4429449357242,231.2087629215725
283,-662.5112190298323,583.4429449357242,352.1708110476827
284,-662.5112190298323,583.4429449357242,473.13285917379295
285,-662.5112190298323,583.4429449357242,594.0949072999031
286,-662.5112190298323,583.4429449357242,715.0569554260135
287,-662.5112190298323,583.4429449357242,836.0190035521236
288,-662.5112190298323,583.4429449357242,956.9810516782338
289,-662.5112190298323,583.4429449357242,1077.943099804344
290,-662.5112190298323,750.1409292030739,-10.71533333064798
291,-662.5112190298323,750.1409292030739,110.24671479546225
292,-662.5112190298323,750.1409292030739,231.2087629215725
293,-662.5112190298323,750.1409292030739,352.1708110476827
294,-662.5112190298323,750.1409292030739,473.13285917379295
295,-662.5112190298323,750.1409292030739,594.0949072999031
296,-662.5112190298323,750.1409292030739,715.0569554260135
297,-662.5112190298323,750.1409292030739,836.0190035521236
298,-662.5112190298323,750.1409292030739,956.9810516782338
299,-662.5112190298323,750.1409292030739,1077.943099804344
300,-567.8667591684277,-750.1409292030739,-10.71533333064798
301,-567.8667591684277,-750.1409292030739,110.24671479546225
302,-567.8667591684277,-750.1409292030739,231.2087629215725
303,-567.8667591684277,-750.1409292030739,352.1708110476827
304,-567.8667591684277,-750.1409292030739,473.13285917379295
305,-567.8667591684277,-750.1409292030739,594.0949072999031
306,-567.8667591684277,-750.1409292030739,715.0569554260135
307,-567.8667591684277,-750.1409292030739,836.0190035521236
308,-567.8667591684277,-750.1409292030739,956.9810516782338
309,-567.8667591684277,-750.1409292030739,1077.943099804344
310,-567.8667591684277,-583.4429449357242,-10.71533333064798
311,-567.8667591684277,-583.4429449357242,110.24671479546225
312,-567.8667591684277,-583.4429449357242,231.2087629215725
313,-567.8667591684277,-583.4429449357242,352.1708110476827
314,-567.8667591684277,-583.4429449357242,473.13285917379295
315,-567.8667591684277,-583.4429449357242,594.0949072999031
316,-567.8667591684277,-583.4429449357242,715.0569554260135
317,-567.8667591684277,-583.4429449357242,836.0190035521236
318,-567.8667591684277,-583.4429449357242,956.9810516782338
319,-567.8667591684277,-583.4429449357242,1077.943099804344
320,-567.8667591684277,-416.7449606683744,-10.71533333064798
321,-567.8667591684277,-416.7449606683744,110.24671479546225
322,-567.8667591684277,-416.7449606683744,231.2087629215725
323,-567.8667591684277,-416.7449606683744,352.1708110476827
324,-567.8667591684277,-416.7449606683744,473.13285917379295
325,-567.8667591684277,-416.7449606683744,594.0949072999031
326,-567.8667591684277,-416.7449606683744,715.0569554260135
327,-567.8667591684277,-416.7449606683744,836.0190035521236
328,-567.8667591684277,-416.7449606683744,956.9810516782338
329,-567.8667591684277,-416.7449606683744,1077.943099804344
330,-567.8667591684277,-250.0469764010246,-10.71533333064798
331,-567.8667591684277,-250.0469764010246,110.24671479546225
332,-567.8667591684277,-250.0469764010246,231.2087629215725
333,-567.8667591684277,-250.0469764010246,352.1708110476827
334,-567.8667591684277,-250.0469764010246,473.13285917379295
335,-567.8667591684277,-250.0469764010246,594.0949072999031
336,-567.8667591684277,-250.0469764010246,715.0569554260135
337,-567.8667591684277,-250.0469764010246,836.0190035521236
338,-567.8667591684277,-250.0469764010246,956.9810516782338
339,-567.8667591684277,-250.0469764010246,1077.943099804344
340,-567.8667591684277,-83.34899213367487,-10.71533333064798
341,-567.8667591684277,-83.34899213367487,110.24671479546225
342,-567.8667591684277,-83.34899213367487,231.2087629215725
343,-567.8667591684277,-83.34899213367487,352.1708110476827
344,-567.8667591684277,-83.34899213367487,473.13285917379295
345,-567.8667591684277,-83.34899213367487,594.0949072999031
346,-567.8667591684277,-83.34899213367487,715.0569554260135
347,-567.8667591684277,-83.34899213367487,836.0190035521236
348,-567.8667591684277,-83.34899213367487,956.9810516782338
349,-567.8667591684277,-83.34899213367487,1077.943099804344
350,-567.8667591684277,83.34899213367487,-10.71533333064798
351,-567.8667591684277,83.34899213367487,110.24671479546225
352,-567.8667591684277,83.34899213367487,231.2087629215725
353,-567.8667591684277,83.34899213367487,352.1708110476827
354,-567.8667591684277,83.34899213367487,473.13285917379295
355,-567.8667591684277,83.34899213367487,594.0949072999031
356,-567.8667591684277,83.34899213367487,715.0569554260135
357,-567.8667591684277,83.34899213367487,836.0190035521236
358,-567.8667591684277,83.34899213367487,956.9810516782338
359,-567.8667591684277,83.34899213367487,1077.943099804344
360,-567.8667591684277,250.04697640102472,-10.71533333064798
361,-567.8667591684277,250.04697640102472,110.24671479546225
362,-567.8667591684277,250.04697640102472,231.2087629215725
363,-567.8667591684277,250.04697640102472,352.1708110476827
364,-567.8667591684277,250.04697640102472,473.13285917379295
365,-567.8667591684277,250.04697640102472,594.0949072999031
366,-567.8667591684277,250.04697640102472,715.0569554260135
367,-567.8667591684277,250.04697640102472,836.0190035521236
368,-567.8667591684277,250.04697640102472,956.9810516782338
369,-567.8667591684277,250.04697640102472,1077.943099804344
370,-567.8667591684277,416.74496066837446,-10.71533333064798
371,-567.8667591684277,416.74496066837446,110.24671479546225
372,-567.8667591684277,416.74496066837446,231.2087629215725
373,-567.8667591684277,416.74496066837446,352.1708110476827
374,-567.8667591684277,416.74496066837446,473.13285917379295
375,-567.8667591684277,416.74496066837446,594.0949072999031
376,-567.8667591684277,416.74496066837446,715.0569554260135
377,-567.8667591684277,416.74496066837446,836.0190035521236
378,-567.8667591684277,416.74496066837446,956.9810516782338
379,-567.8667591684277,416.74496066837446,1077.943099804344
380,-567.8667591684277,583.4429449357242,-10.71533333064798
381,-567.8667591684277,583.4429449357242,110.24671479546225
382,-567.8667591684277,583.4429449357242,231.2087629215725
383,-567.8667591684277,583.4429449357242,352.1708110476827
384,-567.8667591684277,583.4429449357242,473.13285917379295
385,-567.8667591684277,583.4429449357242,594.0949072999031
386,-567.8667591684277,583.4429449357242,715.0569554260135
387,-567.8667591684277,583.4429449357242,836.0190035521236
388,-567.8667591684277,583.4429449357242,956.9810516782338
389,-567.8667591684277,583.4429449357242,1077.943099804344
390,-567.8667591684277,750.1409292030739,-10.71533333064798
391,-567.8667591684277,750.1409292030739,110.24671479546225
392,-567.8667591684277,750.1409292030739,231.2087629215725
393,-567.8667591684277,750.1409292030739,352.1708110476827
394,-567.8667591684277,750.1409292030739,473.13285917379295
395,-567.8667591684277,750.1409292030739,594.0949072999031
396,-567.8667591684277,750.1409292030739,715.0569554260135
397,-567.8667591684277,750.1409292030739,836.0190035521236
398,-567.8667591684277,750.1409292030739,956.9810516782338
399,-567.8667591684277,750.1409292030739,1077.943099804344
400,-473.2222993070231,-750.1409292030739,-10.71533333064798
401,-473.2222993070231,-750.1409292030739,110.24671479546225
402,-473.2222993070231,-750.1409292030739,231.2087629215725
403,-473.2222993070231,-750.1409292030739,352.1708110476827
404,-473.2222993070231,-750.1409292030739,473.13285917379295
405,-473.2222993070231,-750.1409292030739,594.0949072999031
406,-473.2222993070231,-750.1409292030739,715.0569554260135
407,-473.2222993070231,-750.1409292030739,836.0190035521236
408,-473.2222993070231,-750.1409292030739,956.9810516782338
409,-473.2222993070231,-750.1409292030739,1077.943099804344
410,-473.2222993070231,-583.4429449357242,-10.71533333064798
411,-473.2222993070231,-583.4429449357242,110.24671479546225
412,-473.2222993070231,-583.4429449357242,231.2087629215725
413,-473.2222993070231,-583.4429449357242,352.1708110476827
414,-473.2222993070231,-583.4429449357242,473.13285917379295
415,-473.2222993070231,-583.4429449357242,594.0949072999031
416,-473.2222993070231,-583.4429449357242,715.0569554260135
417,-473.2222993070231,-583.4429449357242,836.0190035521236
418,-473.2222993070231,-583.4429449357242,956.9810516782338
419,-473.2222993070231,-583.4429449357242,1077.943099804344
420,-473.2222993070231,-416.7449606683744,-10.71533333064798
421,-473.2222993070231,-416.7449606683744,110.24671479546225
422,-473.2222993070231,-416.7449606683744,231.2087629215725
423,-473.2222993070231,-416.7449606683744,352.1708110476827
424,-473.2222993070231,-416.7449606683744,473.13285917379295
425,-473.2222993070231,-416.7449606683744,594.0949072999031
426,-473.2222993070231,-416.7449606683744,715.0569554260135
427,-473.2222993070231,-416.7449606683744,836.0190035521236
428,-473.2222993070231,-416.7449606683744,956.9810516782338
429,-473.2222993070231,-416.7449606683744,1077.943099804344
430,-473.2222993070231,-250.0469764010246,-10.71533333064798
431,-473.2222993070231,-250.0469764010246,110.24671479546225
432,-473.2222993070231,-250.0469764010246,231.2087629215725
433,-473.2222993070231,-250.0469764010246,352.1708110476827
434,-473.2222993070231,-250.0469764010246,473.13285917379295
435,-473.2222993070231,-250.0469764010246,594.0949072999031
436,-473.2222993070231,-250.0469764010246,715.0569554260135
437,-473.2222993070231,-250.0469764010246,836.0190035521236
438,-473.2222993070231,-250.0469764010246,956.9810516782338
439,-473.2222993070231,-250.0469764010246,1077.943099804344
440,-473.2222993070231,-83.34899213367487,-10.71533333064798
441,-473.2222993070231,-83.34899213367487,110.24671479546225
442,-473.2222993070231,-83.34899213367487,231.2087629215725
443,-473.2222993070231,-83.34899213367487,352.1708110476827
444,-473.2222993070231,-83.34899213367487,473.13285917379295
445,-473.2222993070231,-83.34899213367487,594.0949072999031
446,-473.2222993070231,-83.34899213367487,715.0569554260135
447,-473.2222993070231,-83.34899213367487,836.0190035521236
448,-473.2222993070231,-83.34899213367487,956.9810516782338
449,-473.2222993070231,-83.34899213367487,1077.943099804344
450,-473.2222993070231,83.34899213367487,-10.71533333064798
451,-473.2222993070231,83.34899213367487,110.24671479546225
452,-473.2222993070231,83.34899213367487,231.2087629215725
453,-473.2222993070231,83.34899213367487,352.1708110476827
454,-473.2222993070231,83.34899213367487,473.13285917379295
455,-473.2222993070231,83.34899213367487,594.0949072999031
456,-473.2222993070231,83.34899213367487,715.0569554260135
457,-473.2222993070231,83.34899213367487,836.0190035521236
458,-473.2222993070231,83.34899213367487,956.9810516782338
459,-473.2222993070231,83.34899213367487,1077.943099804344
460,-473.2222993070231,250.04697640102472,-10.71533333064798
461,-473.2222993070231,250.04697640102472,110.24671479546225
462,-473.2222993070231,250.04697640102472,231.2087629215725
463,-473.2222993070231,250.04697640102472,352.1708110476827
464,-473.2222993070231,250.04697640102472,473.13285917379295
465,-473.2222993070231,250.04697640102472,594.0949072999031
466,-473.2222993070231,250.04697640102472,715.0569554260135
467,-473.2222993070231,250.04697640102472,836.0190035521236
468,-473.2222993070231,250.04697640102472,956.9810516782338
469,-473.2222993070231,250.04697640102472,1077.943099804344
470,-473.2222993070231,416.74496066837446,-10.71533333064798
471,-473.2222993070231,416.74496066837446,110.24671479546225
472,-473.2222993070231,416.74496066837446,231.2087629215725
473,-473.2222993070231,416.74496066837446,352.1708110476827
474,-473.2222993070231,416.74496066837446,473.13285917379295
475,-473.2222993070231,416.74496066837446,594.0949072999031
476,-473.2222993070231,416.74496066837446,715.0569554260135
477,-473.2222993070231,416.74496066837446,836.0190035521236
478,-473.2222993070231,416.74496066837446,956.9810516782338
479,-473.2222993070231,416.74496066837446,1077.943099804344
480,-473.2222993070231,583.4429449357242,-10.71533333064798
481,-473.2222993070231,583.4429449357242,110.24671479546225
482,-473.2222993070231,583.4429449357242,231.2087629215725
483,-473.2222993070231,583.4429449357242,352.1708110476827
484,-473.2222993070231,583.4429449357242,473.13285917379295
485,-473.2222993070231,583.4429449357242,594.0949072999031
486,-473.2222993070231,583.4429449357242,715.0569554260135
487,-473.2222993070231,583.4429449357242,836.0190035521236
488,-473.2222993070231,583.4429449357242,956.9810516782338
489,-473.2222993070231,583.4429449357242,1077.943099804344
490,-473.2222993070231,750.1409292030739,-10.71533333064798
491,-473.2222993070231,750.1409292030739,110.24671479546225
492,-473.2222993070231,750.1409292030739,231.2087629215725
493,-473.2222993070231,750.1409292030739,352.1708110476827
494,-473.2222993070231,750.1409292030739,473.13285917379295
495,-473.2222993070231,750.1409292030739,594.0949072999031
496,-473.2222993070231,750.1409292030739,715.0569554260135
497,-473.2222993070231,750.1409292030739,836.0190035521236
498,-473.2222993070231,750.1409292030739,956.9810516782338
499,-473.2222993070231,750.1409292030739,1077.943099804344
500,-378.57783944561845,-750.1409292030739,-10.71533333064798
501,-378.57783944561845,-750.1409292030739,110.24671479546225
502,-378.57783944561845,-750.1409292030739,231.2087629215725
503,-378.57783944561845,-750.1409292030739,352.1708110476827
504,-378.57783944561845,-750.1409292030739,473.13285917379295
505,-378.57783944561845,-750.1409292030739,594.0949072999031
506,-378.57783944561845,-750.1409292030739,715.0569554260135
507,-378.57783944561845,-750.1409292030739,836.0190035521236
508,-378.57783944561845,-750.1409292030739,956.9810516782338
